0	1
3000	2
6000	3
9500	4
13000	5
17000	6
21000	7
25500	8
30000	9
35000	10
40500	11
46000	12
51500	13
57500	14
63500	15
69500	16
76000	17
82500	18
89000	19
96000	20
103000	21
110000	22
117500	23
125000	24
132500	25
140500	26
148500	27
156500	28
165000	29
174000	30
183000	31
192500	32
202000	33
212000	34
222000	35
232500	36
243000	37
254000	38
265000	39
276500	40
288000	41
300000	42
312500	43
325500	44
339000	45
353000	46
367500	47
382500	48
398000	49
414000	50
430500	51
447500	52
465000	53
483000	54
501500	55
520500	56
540000	57
560000	58
580500	59
601500	60
623000	61
645000	62
667500	63
690500	64
714000	65
738000	66
762500	67
787500	68
813000	69
839000	70
865500	71
892060	72
918681	73
945802	74
973423	75
1001544	76
1030165	77
1059286	78
1088907	79
1119028	80
1149649	81
1180770	82
1212391	83
1244512	84
1277133	85
1310254	86
1343875	87
1377996	88
1412617	89
1447738	90
1483359	91
1519480	92
1556101	93
1593222	94
1630843	95
1668964	96
1707585	97
1746706	98
1786327	99
1826448	100
1867069	101
1908190	102
1949811	103
1991932	104
2034553	105
2077674	106
2121295	107
2165416	108
2210037	109
2255158	110
2300779	111
2346900	112
2393521	113
2440642	114
2488263	115
2536384	116
2585005	117
2634126	118
2683747	119
2733868	120
2784489	121
2835610	122
2887231	123
2939352	124
2991973	125
3045094	126
3098715	127
3152836	128
3207457	129
3262578	130
3318199	131
3374320	132
3430941	133
3488062	134
3545683	135
3603804	136
3662425	137
3721546	138
3781167	139
3841288	140
3901909	141
3963030	142
4024651	143
4086772	144
4149393	145
4212514	146
4276135	147
4340256	148
4404877	149
4469998	150
4535619	151
4601740	152
4668361	153
4735482	154
4803103	155
4871224	156
4939845	157
5008966	158
5078587	159
5148708	160
5219329	161
5290450	162
5362071	163
5434192	164
5506813	165
5579934	166
5653555	167
5727676	168
5802297	169
5877418	170
5953039	171
6029160	172
6105781	173
6182902	174
6260523	175
6338644	176
6417265	177
6496386	178
6576007	179
6656128	180
6736749	181
6817870	182
6899491	183
6981612	184
7064233	185
7147354	186
7230975	187
7315096	188
7399717	189
7484838	190
7570459	191
7656580	192
7743201	193
7830322	194
7917943	195
8006064	196
8094685	197
8183806	198
8273427	199
8363548	200
8454169	201
8545290	202
8636911	203
8729032	204
8821653	205
8914774	206
9008395	207
9102516	208
9197137	209
9292258	210
9387879	211
9484000	212
9580621	213
9677742	214
9775363	215
9873484	216
9972105	217
10071226	218
10170847	219
10270968	220
10371589	221
10472710	222
10574331	223
10676452	224
10779073	225
10882194	226
10985815	227
11089936	228
11194557	229
11299678	230
11405299	231
11511420	232
11618041	233
11725162	234
11832783	235
11940904	236
12049525	237
12158646	238
12268267	239
12378388	240
12489009	241
12600130	242
12711751	243
12823872	244
12936493	245
13049614	246
13163235	247
13277356	248
13391977	249
13507098	250
13622719	251
13738840	252
13855461	253
13972582	254
14090203	255
14208324	256
14326945	257
14446066	258
14565687	259
14685808	260
14806429	261
14927550	262
15049171	263
15171292	264
15293913	265
15417034	266
15540655	267
15664776	268
15789397	269
15914518	270
16040139	271
16166260	272
16292881	273
16420002	274
16547623	275
16675744	276
16804365	277
16933486	278
17063107	279
17193228	280
17323849	281
17454970	282
17586591	283
17718712	284
17851333	285
17984454	286
18118075	287
18252196	288
18386817	289
18521938	290
18657559	291
18793680	292
18930301	293
19067422	294
19205043	295
19343164	296
19481785	297
19620906	298
19760527	299
19900648	300
